Date,Close,High,Low,Open,Volume
2016-02-23,18.648239135742188,19.24030473599031,18.54159329446637,18.813722843306117,88716625
2016-02-24,18.232688903808594,18.662947399189225,18.16281673346722,18.431269634567425,49791545
2016-02-25,18.251073837280273,18.376107231957317,17.989977158039295,18.173848411464224,58653858
2016-02-26,18.27313995361328,18.512173933349406,17.883333208789963,18.350366859959674,56015868
2016-02-29,18.320947647094727,19.391078231911088,18.02675390970086,18.159140576181446,103390953
2016-03-01,18.905658721923828,18.986562258366142,18.133398495384846,18.387141940560845,74639996
2016-03-02,19.67791748046875,19.821338456862584,19.08585189562334,19.122627033515773,80249039
2016-03-03,21.11211585998535,21.255535366643006,20.01256483652428,20.078758908033677,184028578
2016-03-04,21.222436904907227,21.417341003513734,20.924565075548646,21.255533938438063,96250795
2016-03-08,21.46147346496582,21.821861302343393,21.108438888795657,21.167278230227208,97420395
2016-03-09,21.72624397277832,21.807146026583986,20.689209068606758,20.85101464863694,106623704
2016-03-10,21.821857452392578,22.156502926827365,21.571792135950528,21.792437050657764,89814620
2016-03-11,21.626951217651367,21.932177732469423,21.354821731237525,21.770370692457142,80123590
2016-03-14,21.821857452392578,22.082954131118658,21.71521162499401,21.766694751296885,46658402
2016-03-15,22.097667694091797,22.211668274962317,21.630634006279763,21.84392570063477,73242181
2016-03-16,22.027793884277344,22.26682637667077,21.637985691372105,22.0645690199803,73885811
2016-03-17,21.763019561767578,22.480118526866388,21.689470761190908,22.395536890856572,84026641
2016-03-18,22.22637367248535,22.266825436599422,21.84024359841981,22.04250241899017,76773451
2016-03-21,22.325666427612305,22.50218296188448,22.112376228874673,22.211665859140897,59320800
2016-03-22,22.78534698486328,22.932443125816253,22.163860967164407,22.2925710107602,69054434
2016-03-23,23.32960319519043,23.38108632278258,22.840505384760935,22.93244027738495,66941605
2016-03-28,22.002050399780273,23.417860654938753,21.87334037658405,23.417860654938753,95197157
2016-03-29,22.34773063659668,22.634571109235484,22.064569739034614,22.064569739034614,62316927
2016-03-30,23.85179901123047,23.95844484565061,22.454376218015256,22.759602783230257,130559679
2016-03-31,23.513473510742188,23.895925475778704,23.123665341068328,23.895925475778704,140121880
2016-04-01,23.370058059692383,23.524510407791027,23.046443896517914,23.362703326203793,58463365
2016-04-04,23.561283111572266,23.763541955283877,23.145734060576903,23.226637598061547,54242901
2016-04-05,22.96921730041504,23.491412186287103,22.675022086030243,23.311217543855463,60071721
