Date,Close,High,Low,Open,Volume
2016-04-18,472.7697448730469,483.91442213239696,470.78509993417055,477.0825901238047,25015990
2016-04-20,474.63995361328125,475.7276926824872,467.84632497343887,474.7926293716137,8072848
2016-04-21,468.0371398925781,477.4642735806328,464.9074500333543,477.4642735806328,5441100
2016-04-22,462.29302978515625,468.8767695282266,460.67094897889257,468.03712280572876,5143938
2016-04-25,464.0487976074219,467.46473773978397,458.41922167112193,462.5984941338298,5364134
2016-04-26,470.26995849609375,473.0942973388626,461.281701980618,463.8961058037482,5846744
2016-04-27,473.3233642578125,474.16301129194187,468.89604549673066,469.14409126355486,4486208
2016-04-28,461.4916076660156,473.11332261943494,460.6710161733696,469.83100323895445,12165168
2016-04-29,461.09075927734375,466.98752787770377,459.9076038054898,462.3693312645101,5036410
2016-05-02,458.4000244140625,462.2548421709849,456.5298514656268,461.8159168988887,3615250
2016-05-03,449.5263977050781,462.6556756307993,447.2364008682517,459.04894924883956,6824810
2016-05-04,453.7438049316406,455.32772881343055,446.79749945669914,450.7477348941001,5812842
2016-05-05,455.11773681640625,457.6176684871348,450.78583576134156,456.14826327331565,6302668
2016-05-06,450.93853759765625,454.1063851478415,449.24014193635594,454.1063851478415,2596720
2016-05-09,457.6367492675781,458.59091450387257,450.59498186966556,451.1293237200103,5123678
2016-05-10,462.8846130371094,464.35401804003703,456.70159495335474,458.95343400996734,3395704
2016-05-11,458.7054443359375,463.6098449521457,455.1368752193249,457.4268720757743,3709888
2016-05-12,461.8159484863281,462.96094670571574,456.7779749570615,459.4877947582594,3406932
2016-05-13,460.7663269042969,461.81590851455724,455.00317901688584,460.28924435417855,5652064
2016-05-16,463.7243957519531,467.0258174347932,459.9077340585214,461.89237950306244,4533878
2016-05-17,463.43817138671875,467.8273325734161,461.1100169448406,465.6327519800674,3796294
2016-05-18,461.7586975097656,463.3426210595786,457.19780649039944,457.61762986032517,4256596
2016-05-19,460.1940002441406,464.1633378661553,458.38108587452865,462.1786457600928,3954400
2016-05-20,458.60992431640625,465.4417560479207,457.99926794383344,459.90759822693275,3994548
2016-05-23,453.4194030761719,459.96498711031836,452.2744045835553,459.2970713229587,4585946
2016-05-24,453.32391357421875,454.85057798532955,449.44999331300494,454.5834303494253,3485060
2016-05-25,461.3006896972656,462.9990850170359,455.7474299248209,455.7474299248209,3857396
2016-05-26,471.033203125,473.1896258003987,461.854115242064,461.854115242064,6136436
2016-05-27,476.1284484863281,480.7084415779802,470.05994832186934,470.05994832186934,6180764
2016-05-30,483.7998962402344,485.4792362496833,473.8384212295455,473.8384212295455,5285700
2016-05-31,476.56744384765625,483.47559179146697,472.8843562104816,482.80767603410754,13782038
2016-06-01,480.2123107910156,484.14349060421415,475.5560025958619,475.5751045385888,4840534
2016-06-02,481.49090576171875,486.5861390762756,478.60930795893955,478.9909740737393,5053552
2016-06-03,483.5328674316406,488.2655371337563,480.91846355361014,480.91846355361014,3998380
2016-06-06,483.4754943847656,487.3875716039832,481.31907177029956,482.7694214729749,4225768
2016-06-07,479.9070129394531,485.67016232565004,479.02916218290113,483.5709985592131,5692420
2016-06-08,472.5408935546875,482.40695510271786,471.49131154766064,482.40695510271786,8741370
2016-06-09,457.7333984375,473.46738071192266,455.62911782069625,473.46738071192266,12740804
2016-06-10,455.84161376953125,459.47105844765144,451.78745737146374,453.8338599301888,6383956
2016-06-13,455.95745849609375,457.5018990044165,450.2044081760748,454.3744164015797,5286722
2016-06-14,453.6793212890625,456.5365451645471,450.6869683188581,456.5365451645471,2940728
2016-06-15,459.45166015625,460.494185627548,455.2430980882025,457.0384722123801,6711572
2016-06-16,457.9264831542969,459.27786822262743,451.7873244173668,459.27786822262743,5302564
2016-06-17,455.4168701171875,460.53282902270064,453.71797622393484,459.08491612491395,8515082
2016-06-20,466.7105407714844,467.88819532201484,455.4940245373481,455.9959864745589,6229566
2016-06-21,465.6875,469.04668699940515,461.65266728724055,467.6566525816692,4761724
2016-06-22,463.13897705078125,467.94602803041806,458.7566376740222,464.87647217102176,3031258
2016-06-23,467.8110046386719,469.0658625090184,460.7644950590336,462.28965828869644,3828626
2016-06-24,461.2278747558594,462.9460459817404,447.88775090810583,458.6988345507153,7808348
2016-06-27,450.2816162109375,456.84548844219074,447.8877522502201,452.5403981848186,5583778
2016-06-28,447.5595703125,452.7141311640557,445.9958054200509,448.9688817251566,7655974
2016-06-29,454.39361572265625,455.57127026137715,447.96487378245314,451.36266117124643,5459150
2016-06-30,452.05767822265625,457.3473672047505,450.95722684286534,455.8029269609185,9346224
2016-07-01,452.67547607421875,455.6099033131094,451.7874040198141,455.6099033131094,3991912
2016-07-04,457.1350402832031,461.24712233086126,454.14268696734877,454.14268696734877,5381322
2016-07-05,453.8530578613281,458.50570300591346,452.1542112783568,457.5404278416905,3596416
2016-07-07,446.8258972167969,452.13491090159357,445.9571495229211,451.24683885037786,5954876
2016-07-08,447.1926574707031,450.5904448884451,445.37795902212633,449.0460046317581,5551648
2016-07-11,453.6986999511719,455.10796413524605,447.88772398948265,450.74494820696634,6668882
2016-07-12,454.27783203125,455.74502205103363,450.9765720047253,455.6098929499793,6197368
2016-07-13,460.9382629394531,461.71048315068856,453.75657726889875,455.60992462889624,5275420
2016-07-14,454.1619873046875,461.8069858377469,449.4321387652763,461.401551395623,7413328
2016-07-15,414.1223449707031,459.4323490353161,406.18776474364154,459.27789559178865,61484126
2016-07-18,417.7518005371094,418.89085360264664,407.40407821851915,415.9371019344978,14332824
2016-07-19,419.6823425292969,420.859997154182,414.72083731046297,420.31943360288096,10404644
2016-07-20,418.19580078125,420.82136806878583,413.1377683707033,413.1377683707033,9822896
2016-07-21,416.9602966308594,419.7788720151618,415.30000438679264,416.61278812249896,8668002
2016-07-22,414.0837707519531,416.96031936583694,411.8636376080036,413.13781983060744,9386538
2016-07-25,417.3271789550781,418.2538528143258,410.43512166316947,410.43512166316947,8469552
2016-07-26,420.3580017089844,420.8213620585897,413.27289156416396,413.27289156416396,7189610
2016-07-27,419.0645751953125,423.3697121093055,416.43905487263174,418.8135942112307,7431820
2016-07-28,416.03363037109375,419.68235194219795,414.7015693867428,419.0839095701682,11258562
2016-07-29,414.6242980957031,415.7440267491261,411.78639844712603,414.1416604978983,8156784
2016-08-01,419.0259704589844,420.02984725517615,412.5007005848696,413.7169567812041,9096662
2016-08-02,418.46612548828125,418.9294387333882,415.068337915569,416.9602867428161,6822502
2016-08-03,418.89080810546875,419.5085747669677,413.25361072885653,419.1803906467253,7213460
2016-08-04,413.83282470703125,419.6630778000107,413.15713203093077,419.4700227496963,4237278
2016-08-05,412.36566162109375,414.46994319486987,409.27678026063614,413.9101023013226,5609968
2016-08-08,416.4969482421875,417.38502032996445,410.2613077999368,412.75169910521,4643064
2016-08-09,418.3116149902344,418.7363265957673,413.716896217026,415.8405013772627,7192664
2016-08-10,417.90618896484375,420.0491185224251,415.14549277480705,415.4543996573212,5576454
2016-08-11,415.9757080078125,422.79056071897696,415.16488622199086,417.6552775211388,5038552
2016-08-12,410.2613220214844,416.53561139750184,409.27672237406097,415.0876984645747,7449928
2016-08-16,406.11065673828125,408.52384506950654,396.92121671994136,402.3267585818861,16429408
2016-08-17,398.9676208496094,406.43884252599935,397.8864936199274,405.39631688325215,6599316
2016-08-18,395.1450500488281,401.2069592178519,394.4114314986248,400.20308247510974,8434000
2016-08-19,394.3341979980469,401.16835074615227,393.23379375793394,397.69336021995844,5686016
2016-08-22,392.07550048828125,397.6933976545117,389.62368724646245,393.0600765167893,10253518
2016-08-23,401.41937255859375,402.32672186180446,393.8709012944309,393.8709012944309,7406138
2016-08-24,408.27276611328125,410.0681872275144,404.25721226692326,404.25721226692326,6129966
2016-08-25,400.0679931640625,408.35003603102274,398.50422839187064,407.3461591884489,4796562
2016-08-26,393.9288024902344,403.8711368829063,392.6932455417708,400.01003614788806,6881054
