Date,Close,High,Low,Open,Volume
2016-04-07,977.2660522460938,982.7638272265198,971.8077719431361,980.9048735933975,2390942
2016-04-08,961.9395141601562,978.413141766903,959.9420875370683,975.3676093392709,1399500
2016-04-11,991.445556640625,995.5392908005055,954.4045723884068,962.3150951599642,2400648
2016-04-12,995.9942016601562,998.7035945918799,984.108717320279,988.0243878378282,1303628
2016-04-13,999.17822265625,1006.6141341980988,993.7595332702252,1000.6812414621571,1601468
2016-04-18,996.6270751953125,1009.9760835444907,965.083862873921,970.2257031269379,7121504
2016-04-20,969.1776733398438,1002.6193366624639,965.0839384997003,1002.6193366624639,6405024
2016-04-21,958.913330078125,975.9209504601824,954.0879315150812,969.4343617772681,2525724
2016-04-22,956.0064697265625,963.2643164095377,950.9239202353142,956.7777263817018,1964126
2016-04-25,969.5335083007812,971.8275793619327,950.1725219098297,950.1725219098297,2267654
2016-04-26,984.7811279296875,986.2445555210071,965.8749567203928,968.6436400525151,2554368
2016-04-27,993.2060546875,994.5903966317542,979.2834527397765,980.9051490715151,1848670
2016-04-28,999.791259765625,1004.6364552683957,988.0639476437041,989.3296120540758,4992744
2016-04-29,1002.8568115234375,1005.4277321603543,992.7708921016873,995.5395758645207,2372178
2016-05-02,999.3759765625,1000.6812322652129,988.8154469023842,1000.2857060864519,1116692
2016-05-03,980.153564453125,1000.681336646471,977.7408158854056,998.7037055463791,2153118
2016-05-04,980.1137084960938,986.4619219256648,971.8076601190082,978.4920128063992,1364892
2016-05-05,977.068359375,984.8404103264603,974.3985576118863,980.1138917030833,1246566
2016-05-06,978.2940673828125,982.6053591513465,961.5238019351605,974.971687276911,885598
2016-05-09,993.7794189453125,995.935017521903,971.5705638528688,978.2945095629054,1821276
2016-05-10,997.8728637695312,1002.243446945927,987.2332491887299,994.748245877266,1158534
2016-05-11,996.0537719726562,998.9411329025908,984.8603598153633,988.8156223045816,1598716
2016-05-12,1014.9990844726562,1016.4625117672954,996.9433561713548,996.9433561713548,1513082
2016-05-13,998.071044921875,1014.920504233519,992.8303213516903,1014.5249779263352,1621730
2016-05-16,1009.046630859375,1014.4456214510849,997.7148438060732,1003.8454999325328,1111526
2016-05-17,1016.5816040039062,1024.9074513343053,1009.3830451732357,1014.2084463741886,1756698
2016-05-18,1009.0264892578125,1014.8604981742899,999.1185429377126,1014.8604981742899,1500740
2016-05-19,1011.3408203125,1012.5471946814686,999.1388935025077,1010.5695634418563,1038792
2016-05-20,1000.4043579101562,1014.8410630692134,997.8334378133378,1005.546198103793,1230918
2016-05-23,985.4337768554688,1006.9701601200246,980.9841069014687,1006.2186989311786,1533016
2016-05-24,976.0398559570312,984.1679376099843,972.8361520971234,982.4869514812422,1339158
2016-05-25,999.2769775390625,1001.8478973987618,981.3003341405805,981.3003341405805,1548678
2016-05-26,1008.0774536132812,1014.4849577678972,990.8325718492531,1000.6811341087555,1943248
2016-05-27,1017.5503540039062,1020.3982196549834,1008.8290792805007,1009.8375937542511,1104676
2016-05-30,1042.765380859375,1044.9605708891208,1021.2487911964168,1021.6443174517215,1349464
2016-05-31,1016.2648315429688,1046.9576988153658,1013.3379767151368,1044.1890158188764,3722608
2016-06-01,1041.6380615234375,1046.166817279766,1016.8978779683474,1016.9769638969266,1911942
2016-06-02,1048.20361328125,1049.8451047820595,1028.3680150020994,1028.3680150020994,1408756
2016-06-03,1040.055908203125,1051.308608952284,1036.4763768846726,1048.69809748278,1554922
2016-06-06,1044.0322265625,1054.6224099132776,1040.3156521375556,1047.2292630457537,1322026
2016-06-07,1051.4853515625,1054.6224828549928,1044.2321135657812,1044.6317431538278,1202194
2016-06-08,1044.272216796875,1050.4464750176483,1041.2349926069242,1045.9306407217316,938266
2016-06-09,1029.945068359375,1047.9883001979056,1021.1332188889663,1047.9883001979056,1562138
2016-06-10,1021.3529052734375,1040.335303004236,1020.3338307242075,1025.4491068890309,1396832
2016-06-13,1017.8561401367188,1020.3938259984706,1006.2668868725001,1015.0587341763901,1029978
2016-06-14,1013.0009765625,1022.6319899186406,1006.3670871848353,1022.6319899186406,977570
2016-06-15,1021.7930908203125,1025.010031390931,1007.8659587478413,1011.0629958889923,1270844
2016-06-16,1022.3723754882812,1024.9299657776103,1005.6478385150532,1017.2770983359993,1145070
2016-06-17,1040.07568359375,1043.0329026054735,1022.6517999108838,1022.6517999108838,1878988
2016-06-20,1062.7349853515625,1066.2117432620796,1035.7599880988673,1040.0760071724621,1872838
2016-06-21,1059.4976806640625,1065.0125871199057,1055.5812921626205,1064.4131428870053,1027690
2016-06-22,1066.0716552734375,1070.0879514824583,1051.7249944608131,1059.0182332368784,1761712
2016-06-23,1057.1597900390625,1062.8145076524495,1049.1472001636455,1061.0161751521916,1397014
2016-06-24,1028.6263427734375,1036.319210728921,1004.7284789102563,1025.1095836234856,3766586
2016-06-27,997.4153442382812,1017.8563544984145,992.1401566923652,1017.8563544984145,4272566
2016-06-28,984.667236328125,1000.2327882003474,982.4492727536309,997.4154778507633,4499524
2016-06-29,1000.2327880859375,1004.0692708935866,985.2067751485687,989.0831623727868,2531264
